RunId,iteration,Step,env_type,threshold_mean,threshold_std,observation_radius,n_agents,repression_step,instigator_threshold,dispersal_duration,cell_capacity,max_steps,seed,Mobilized,Dispersing,Sheltered,Demobilized,MobilizedProportion
286,0,99,mixed,0.3,0.2,0,200,1,0.15,3,15,100,,27,0,72,101,0.135
287,0,99,mixed,0.3,0.2,0,200,1,0.15,3,15,100,,18,0,75,107,0.09
288,0,99,mixed,0.3,0.2,0,200,1,0.15,3,15,100,,35,0,63,102,0.175
289,0,99,mixed,0.3,0.2,0,200,1,0.15,3,15,100,,23,0,67,110,0.115
290,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,21,0,67,112,0.105
291,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,24,0,59,117,0.12
292,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,27,0,64,109,0.135
293,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,12,0,69,119,0.06
294,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,16,0,69,115,0.08
295,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,27,0,67,106,0.135
296,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,21,0,55,124,0.105
297,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,24,0,72,104,0.12
298,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,15,0,75,110,0.075
299,0,99,mixed,0.3,0.2,1,200,1,0.15,3,15,100,,28,0,65,107,0.14
300,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,4,0,83,113,0.02
301,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,6,0,88,106,0.03
302,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,1,0,96,103,0.005
303,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,2,0,93,105,0.01
304,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,1,0,90,109,0.005
305,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,2,0,98,100,0.01
306,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,2,0,87,111,0.01
307,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,5,0,84,111,0.025
308,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,3,0,83,114,0.015
309,0,99,mixed,0.35,0.1,0,200,1,0.15,3,15,100,,4,0,81,115,0.02
310,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,3,0,84,113,0.015
311,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,2,0,98,100,0.01
312,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,3,0,90,107,0.015
313,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,5,0,81,114,0.025
314,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,1,0,87,112,0.005
315,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,2,0,80,118,0.01
316,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,1,0,79,120,0.005
317,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,6,0,81,113,0.03
318,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,91,109,0.0
319,0,99,mixed,0.35,0.1,1,200,1,0.15,3,15,100,,2,0,93,105,0.01
320,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,10,0,85,105,0.05
321,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,17,0,67,116,0.085
322,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,12,0,74,114,0.06
323,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,7,0,81,112,0.035
324,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,7,0,86,107,0.035
325,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,6,0,85,109,0.03
326,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,8,0,80,112,0.04
327,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,7,0,86,107,0.035
328,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,9,0,82,109,0.045
329,0,99,mixed,0.35,0.15,0,200,1,0.15,3,15,100,,18,0,86,96,0.09
330,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,10,0,84,106,0.05
331,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,6,0,80,114,0.03
332,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,9,0,80,111,0.045
333,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,9,0,84,107,0.045
334,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,5,0,90,105,0.025
335,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,12,0,70,118,0.06
336,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,8,0,84,108,0.04
337,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,4,0,85,111,0.02
338,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,7,0,77,116,0.035
339,0,99,mixed,0.35,0.15,1,200,1,0.15,3,15,100,,10,0,82,108,0.05
340,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,42,0,67,91,0.21
341,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,16,0,62,122,0.08
342,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,27,0,66,107,0.135
343,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,17,0,58,125,0.085
344,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,20,0,67,113,0.1
345,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,14,0,79,107,0.07
346,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,16,0,79,105,0.08
347,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,20,0,65,115,0.1
348,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,13,0,74,113,0.065
349,0,99,mixed,0.35,0.2,0,200,1,0.15,3,15,100,,15,0,69,116,0.075
350,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,16,0,74,110,0.08
351,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,12,0,77,111,0.06
352,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,19,0,77,104,0.095
353,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,15,0,64,121,0.075
354,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,19,0,74,107,0.095
355,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,13,0,81,106,0.065
356,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,11,0,60,129,0.055
357,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,14,0,76,110,0.07
358,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,14,0,72,114,0.07
359,0,99,mixed,0.35,0.2,1,200,1,0.15,3,15,100,,11,0,76,113,0.055
360,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,9,0,23,168,0.045
361,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,10,0,32,158,0.05
362,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,4,0,28,168,0.02
363,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,6,0,26,168,0.03
364,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,4,0,22,174,0.02
365,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,2,0,20,178,0.01
366,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,4,0,29,167,0.02
367,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,4,0,30,166,0.02
368,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,7,0,25,168,0.035
369,0,99,open,0.25,0.1,0,200,1,0.15,3,15,100,,3,0,27,170,0.015
370,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,5,0,19,176,0.025
371,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,6,0,26,168,0.03
372,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,5,0,32,163,0.025
373,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,5,0,22,173,0.025
374,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,3,0,26,171,0.015
375,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,5,0,13,182,0.025
376,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,1,0,20,179,0.005
377,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,3,0,25,172,0.015
378,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,3,0,31,166,0.015
379,0,99,open,0.25,0.1,1,200,1,0.15,3,15,100,,9,0,26,165,0.045
380,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,6,0,27,167,0.03
381,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,10,0,19,171,0.05
382,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,6,0,18,176,0.03
383,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,10,0,17,173,0.05
384,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,6,0,29,165,0.03
385,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,9,0,24,167,0.045
386,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,8,0,29,163,0.04
387,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,9,0,25,166,0.045
388,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,10,0,27,163,0.05
389,0,99,open,0.25,0.15,0,200,1,0.15,3,15,100,,9,0,23,168,0.045
390,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,8,0,23,169,0.04
391,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,7,0,20,173,0.035
392,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,2,0,10,188,0.01
393,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,7,0,25,168,0.035
394,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,7,0,19,174,0.035
395,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,6,0,18,176,0.03
396,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,7,0,23,170,0.035
397,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,6,0,23,171,0.03
398,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,5,0,20,175,0.025
399,0,99,open,0.25,0.15,1,200,1,0.15,3,15,100,,8,0,22,170,0.04
400,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,11,0,19,170,0.055
401,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,4,0,21,175,0.02
402,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,13,0,18,169,0.065
403,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,9,0,20,171,0.045
404,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,6,0,24,170,0.03
405,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,14,0,22,164,0.07
406,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,16,0,24,160,0.08
407,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,8,0,17,175,0.04
408,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,12,0,20,168,0.06
409,0,99,open,0.25,0.2,0,200,1,0.15,3,15,100,,11,0,20,169,0.055
410,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,9,0,21,170,0.045
411,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,8,0,18,174,0.04
412,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,15,0,17,168,0.075
413,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,11,0,23,166,0.055
414,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,10,0,15,175,0.05
415,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,6,0,28,166,0.03
416,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,8,0,28,164,0.04
417,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,9,0,20,171,0.045
418,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,13,0,26,161,0.065
419,0,99,open,0.25,0.2,1,200,1,0.15,3,15,100,,10,0,19,171,0.05
420,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,5,0,28,167,0.025
421,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,4,0,22,174,0.02
422,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,0,0,26,174,0.0
423,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,1,0,31,168,0.005
424,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,1,0,39,160,0.005
425,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,2,0,21,177,0.01
426,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,3,0,24,173,0.015
427,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,3,0,21,176,0.015
428,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,2,0,39,159,0.01
429,0,99,open,0.3,0.1,0,200,1,0.15,3,15,100,,1,0,25,174,0.005
430,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,1,0,29,170,0.005
431,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,0,0,26,174,0.0
432,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,0,0,26,174,0.0
433,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,5,0,28,167,0.025
434,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,2,0,28,170,0.01
435,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,2,0,26,172,0.01
436,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,0,0,29,171,0.0
437,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,3,0,25,172,0.015
438,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,2,0,32,166,0.01
439,0,99,open,0.3,0.1,1,200,1,0.15,3,15,100,,2,0,29,169,0.01
440,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,5,0,20,175,0.025
441,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,6,0,14,180,0.03
442,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,6,0,25,169,0.03
443,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,9,0,21,170,0.045
444,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,6,0,23,171,0.03
445,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,3,0,28,169,0.015
446,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,4,0,23,173,0.02
447,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,4,0,23,173,0.02
448,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,2,0,31,167,0.01
449,0,99,open,0.3,0.15,0,200,1,0.15,3,15,100,,4,0,26,170,0.02
450,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,1,0,28,171,0.005
451,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,5,0,26,169,0.025
452,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,6,0,33,161,0.03
453,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,5,0,24,171,0.025
454,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,7,0,22,171,0.035
455,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,5,0,22,173,0.025
456,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,2,0,25,173,0.01
457,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,5,0,25,170,0.025
458,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,4,0,15,181,0.02
459,0,99,open,0.3,0.15,1,200,1,0.15,3,15,100,,3,0,30,167,0.015
460,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,7,0,21,172,0.035
461,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,5,0,19,176,0.025
462,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,6,0,18,176,0.03
463,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,6,0,21,173,0.03
464,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,7,0,25,168,0.035
465,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,7,0,20,173,0.035
466,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,8,0,18,174,0.04
467,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,4,0,21,175,0.02
468,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,11,0,20,169,0.055
469,0,99,open,0.3,0.2,0,200,1,0.15,3,15,100,,3,0,32,165,0.015
470,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,8,0,29,163,0.04
471,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,6,0,20,174,0.03
472,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,8,0,21,171,0.04
473,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,7,0,25,168,0.035
474,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,9,0,18,173,0.045
475,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,5,0,25,170,0.025
476,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,4,0,19,177,0.02
477,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,7,0,17,176,0.035
478,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,4,0,15,181,0.02
479,0,99,open,0.3,0.2,1,200,1,0.15,3,15,100,,13,0,29,158,0.065
480,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,0,0,25,175,0.0
481,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,2,0,23,175,0.01
482,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,1,0,22,177,0.005
483,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,0,0,21,179,0.0
484,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,1,0,22,177,0.005
485,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,0,0,28,172,0.0
486,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,0,0,18,182,0.0
487,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,0,0,36,164,0.0
488,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,1,0,25,174,0.005
489,0,99,open,0.35,0.1,0,200,1,0.15,3,15,100,,0,0,30,170,0.0
490,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,1,0,28,171,0.005
491,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,33,167,0.0
492,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,27,173,0.0
493,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,29,171,0.0
494,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,23,177,0.0
495,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,27,173,0.0
496,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,23,177,0.0
497,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,1,0,29,170,0.005
498,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,0,0,33,167,0.0
499,0,99,open,0.35,0.1,1,200,1,0.15,3,15,100,,1,0,32,167,0.005
500,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,4,0,26,170,0.02
501,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,3,0,42,155,0.015
502,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,3,0,25,172,0.015
503,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,2,0,34,164,0.01
504,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,3,0,27,170,0.015
505,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,6,0,27,167,0.03
506,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,4,0,26,170,0.02
507,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,1,0,28,171,0.005
508,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,0,0,27,173,0.0
509,0,99,open,0.35,0.15,0,200,1,0.15,3,15,100,,5,0,17,178,0.025
510,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,4,0,29,167,0.02
511,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,1,0,29,170,0.005
512,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,1,0,25,174,0.005
513,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,6,0,28,166,0.03
514,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,8,0,23,169,0.04
515,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,1,0,29,170,0.005
516,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,3,0,21,176,0.015
517,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,5,0,25,170,0.025
518,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,2,0,31,167,0.01
519,0,99,open,0.35,0.15,1,200,1,0.15,3,15,100,,3,0,21,176,0.015
520,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,7,0,31,162,0.035
521,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,4,0,27,169,0.02
522,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,8,0,23,169,0.04
523,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,7,0,25,168,0.035
524,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,5,0,30,165,0.025
525,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,2,0,30,168,0.01
526,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,7,0,26,167,0.035
527,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,4,0,29,167,0.02
528,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,7,0,23,170,0.035
529,0,99,open,0.35,0.2,0,200,1,0.15,3,15,100,,4,0,20,176,0.02
530,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,4,0,32,164,0.02
531,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,4,0,24,172,0.02
532,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,9,0,29,162,0.045
533,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,6,0,24,170,0.03
534,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,7,0,26,167,0.035
535,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,1,0,29,170,0.005
536,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,4,0,31,165,0.02
537,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,4,0,25,171,0.02
538,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,4,0,26,170,0.02
539,0,99,open,0.35,0.2,1,200,1,0.15,3,15,100,,5,0,26,169,0.025
